"","rowname","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","condition","TFH","GC","HumoralImmunity","GC_TFs","TF_TFs","GCZones","cd40Signaling","nfkbactivation","ProliferationdarkZoneBcells","otherMarkers","calciumsignaling","BCRgenes","memoryBcells"
"1357","MAB21L3",2.64619468718633e-07,-3.48784593491104,0.002,0.034,0.00397537827856002,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1358","REEP5",2.64721818807154e-07,0.377873149660553,0.765,0.711,0.00397691588393988,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1359","ZPR1",2.69688771740834e-07,0.711135099815356,0.368,0.257,0.00405153441786255,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1360","RAB40B",2.74418087884612e-07,1.86970606970704,0.082,0.022,0.00412258293429053,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1361","HEG1",2.74758829454505e-07,0.933855294648815,0.202,0.107,0.00412770189489503,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1362","CR1",2.77476506607465e-07,1.20331596964204,0.143,0.063,0.00416852955876395,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1363","NINL",2.82899973819474e-07,-0.719888526281207,0.135,0.235,0.00425000630668995,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1364","NR0B2",2.84507376607748e-07,-0.582341879573484,0.263,0.379,0.0042741543187782,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1365","IGFBP7",2.84904434540719e-07,0.30817900712746,0.917,0.874,0.00428011932010522,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1366","TEKT5",2.87917898907906e-07,-2.63468732324031,0.006,0.044,0.00432539059529347,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1367","STX16",2.89488820418667e-07,-0.377723120688898,0.518,0.639,0.00434899054914964,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1368","ACSL6",2.91143139599941e-07,-1.17505849388015,0.054,0.126,0.00437384338620991,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1369","PHF23",2.94266373852419e-07,0.861205208338085,0.287,0.184,0.00442076373438488,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1370","PTK2B",2.988137842761e-07,-0.731574817948042,0.148,0.25,0.00448907948117985,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1371","IFI44L",3.06104834642307e-07,-0.643764078359473,0.289,0.405,0.00459861293083138,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1372","PTGER4",3.09128495872455e-07,1.71974948449733,0.093,0.029,0.0046440373934919,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1373","KLF16",3.10327790424414e-07,1.17957872600209,0.153,0.07,0.00466205439554597,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1374","FGGY",3.11524663434866e-07,0.809922887051843,0.409,0.313,0.00468003501878199,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1375","TTC3",3.15496686118877e-07,0.35300890239989,0.784,0.731,0.00473970671556389,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1376","AFF1",3.15600306104581e-07,-0.454628158017605,0.463,0.586,0.00474126339860911,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1377","KCTD20",3.20949257239258e-07,0.538477652257078,0.506,0.389,0.00482162069150538,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1378","KLHL15",3.29691858946279e-07,1.09711656581012,0.22,0.126,0.00495296079694995,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1379","PCSK7",3.34473150203383e-07,0.728471972015724,0.365,0.258,0.00502479013550542,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1380","HMCN2",3.37974522924776e-07,2.33812466531391,0.068,0.015,0.00507739125789891,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1381","PNN",3.41510269566487e-07,0.490294631125221,0.618,0.529,0.00513050877969733,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1382","TP53INP2",3.41896061552003e-07,0.97441357429041,0.282,0.184,0.00513630453269574,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1383","CD36",3.44019188221405e-07,-0.561609989583094,0.236,0.355,0.00516820026465017,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1384","CTSS",3.48429168764633e-07,0.355202968123347,0.846,0.815,0.00523445140235108,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1385","ADAP2",3.49083892127245e-07,0.748452088450626,0.394,0.289,0.0052442873114276,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1386","NUCKS1",3.52142805478824e-07,-0.251215375211248,0.8,0.88,0.00529024136670837,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387","ATXN7L1",3.61332291765755e-07,-0.626744040732728,0.159,0.266,0.00542829501919693,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1388","AP1AR",3.69284919313006e-07,0.851242711134506,0.262,0.16,0.00554776734283929,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389","BSDC1",3.74007601620387e-07,0.410533160841961,0.639,0.535,0.00561871619914308,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390","CERS4",3.76094307713575e-07,-0.519836049155477,0.356,0.468,0.00565006478478104,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1391","PPP3CA",3.7625679138895e-07,-0.728204902776937,0.152,0.254,0.00565250577703619,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1392","CCDC85C",3.77365215786416e-07,0.741741987829612,0.362,0.256,0.00566915763675933,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1393","SECTM1",3.79199157384052e-07,1.04266878178774,0.22,0.126,0.00569670894138062,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1394","SPIC",3.83588205631169e-07,0.975126041431506,0.19,0.098,0.00576264561319706,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1395","ZC3H14",3.86468129213037e-07,0.546168097354014,0.586,0.521,0.00580591070516746,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1396","UBE2A",3.90902298749567e-07,0.674556107816263,0.4,0.292,0.00587252523411475,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397","CRLF3",3.96487212259773e-07,0.894623701911373,0.249,0.15,0.00595642738977857,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398","ARIH1",4.09427484860067e-07,0.554646147203039,0.518,0.419,0.00615082910505279,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1399","LARP4",4.30170759836182e-07,-0.290676097277846,0.709,0.806,0.00646245532501896,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400","PLSCR1",4.34665987077031e-07,0.409868772320954,0.671,0.579,0.00652998712385824,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401","NF1",4.39378351233101e-07,-0.886395311401315,0.108,0.197,0.00660078097057488,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402","FGD2",4.41606865778232e-07,0.745826411291411,0.34,0.232,0.00663425994458639,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403","TRAF4",4.51794947864745e-07,0.761150637522471,0.432,0.335,0.00678731550177206,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1404","IL1B",4.74326544113478e-07,1.69272631073078,0.09,0.028,0.00712580767221678,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405","TMEM35B",4.78547288945483e-07,-0.662932641469131,0.164,0.269,0.00718921592182799,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406","PRELID3B",4.80372283833347e-07,0.58456256061701,0.528,0.449,0.00721663282002837,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407","C1QTNF1",4.8676709006823e-07,-0.522611353071716,0.373,0.489,0.00731270199409502,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1408","ZBTB21",4.88212334059754e-07,0.972995253980929,0.218,0.123,0.00733441389457968,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409","ORMDL3",4.88461430707373e-07,0.326446550438676,0.877,0.828,0.00733815607351686,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410","HNRNPR",4.97656496785529e-07,0.387558358406284,0.691,0.642,0.00747629355120901,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411","CNBP",4.98540649740326e-07,0.292412171985619,0.938,0.918,0.00748957618104892,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412","ZNF277",4.99424668368235e-07,-0.622031282305437,0.244,0.354,0.007502856792896,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413","GTPBP1",4.99458753774968e-07,0.646740105456601,0.395,0.285,0.00750336885796134,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414","TSPO",5.25025376303422e-07,0.634550696448687,0.438,0.333,0.00788745622820631,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415","CPN2",5.28389627464858e-07,-0.259620335910003,0.832,0.871,0.00793799737340456,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416","DENND4C",5.3506180118879e-07,-0.592085902588017,0.294,0.405,0.00803823343925919,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417","N4BP2L1",5.3663796971372e-07,-0.374154010431325,0.467,0.589,0.00806191221900922,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418","TRIM66",5.44132432436527e-07,-0.635489488977346,0.205,0.313,0.00817450153249395,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419","FMO4",5.51780548271589e-07,-0.542860036915522,0.238,0.352,0.00828939917668408,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1420","PPIL2",5.52145553017222e-07,-0.541533805805028,0.338,0.451,0.00829488264297773,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421","DPH2",5.60239516327737e-07,0.996422566190643,0.215,0.122,0.00841647825379159,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422","MAN2C1",5.63313194673434e-07,-0.441847510190527,0.37,0.496,0.00846265412357899,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423","HIST1H1E",5.71460258589273e-07,0.414098838092677,0.775,0.722,0.00858504746478665,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1424","TTC21B",5.78260514074222e-07,-0.660313130915805,0.174,0.278,0.00868720770293703,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425","ZBTB7B",5.83127602322704e-07,-0.397579280288384,0.483,0.601,0.00876032596969398,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426","MAP2K2",5.95453557898912e-07,0.391812021225898,0.68,0.589,0.00894549880031535,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427","FAM20A",6.04593442087552e-07,0.447824189386145,0.599,0.511,0.00908280728048129,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428","INO80",6.06762973742403e-07,1.3014750643163,0.143,0.066,0.00911540015453212,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429","WDR1",6.14004209581165e-07,0.508893735925373,0.557,0.458,0.00922418524053784,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430","AMN",6.18192798929631e-07,0.956072684354933,0.27,0.173,0.00928711041831985,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431","AHNAK",6.22267257089678e-07,-0.390149261023906,0.47,0.595,0.00934832100325823,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432","FOXP3",6.26692357054255e-07,-0.889586611576426,0.099,0.185,0.00941479928002607,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433","ZNF618",6.39736706223583e-07,1.29415341286967,0.132,0.057,0.00961076453759688,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434","PURB",6.43091823754844e-07,0.695866018261348,0.316,0.21,0.00966116846826902,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435","APOBEC3A",6.5132635167146e-07,3.3450440792537,0.046,0.004,0.00978487578116034,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436","BNIP2",6.62989172148649e-07,0.5563467047961,0.543,0.464,0.00996008633318916,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437","UBXN6",6.77327187772064e-07,0.351645375411892,0.782,0.711,0.0101754863418997,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438","NRXN2",6.81477369228822e-07,1.28976164375251,0.132,0.057,0.0102378345179246,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439","GSTM3",6.9149766045652e-07,-1.05394940838088,0.07,0.145,0.0103883693530383,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440","FEZ1",7.00045561747882e-07,1.01465440561814,0.192,0.103,0.0105167844741384,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1441","MTX1",7.0562403873092e-07,-1.10166329830438,0.064,0.137,0.0106005899338546,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442","DBP",7.10343690875516e-07,0.994390264255704,0.223,0.131,0.0106714932680229,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443","TTC39C",7.33398210374904e-07,0.31194187860129,0.8,0.768,0.0110178413144622,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444","FAM169A",7.36449236361949e-07,-0.956398943516885,0.075,0.153,0.0110636768778656,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445","PGAP2",7.39301916900101e-07,-0.956615418127673,0.106,0.191,0.0111065326975902,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446","ARHGEF40",7.63200897887375e-07,0.679787255023283,0.442,0.344,0.011465567088962,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447","ZDHHC23",7.82083083401361e-07,0.893244232444466,0.208,0.116,0.0117492341619386,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448","APIP",7.89769883637303e-07,1.22110528308557,0.151,0.072,0.0118647129618832,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449","COX17",7.99396365779904e-07,0.415503061413671,0.63,0.555,0.0120093316031115,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1450","PDZK1IP1",8.11987690810524e-07,-1.90288343418988,0.018,0.065,0.0121984910790465,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451","PIK3IP1",8.12398863223866e-07,-0.781042311255086,0.127,0.219,0.0122046681222121,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1452","HIST1H2BB",8.12784161242245e-07,1.00691875683854,0.222,0.129,0.0122104564543423,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1453","PDLIM3",8.1340608563302e-07,1.97158568372626,0.073,0.019,0.0122197996244649,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454","NUDT21",8.14774923745638e-07,-0.524279564058608,0.32,0.439,0.0122403636794307,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1455","CEP57",8.22238366205054e-07,-0.689748980714532,0.212,0.317,0.0123524869754985,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1456","ATP6V0E2",8.31638818021114e-07,-0.830733648434048,0.114,0.203,0.0124937099631312,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1457","NFE2L1",8.46985524797648e-07,-0.275881566500507,0.832,0.88,0.0127242635390351,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1458","NEDD4",8.52540950520156e-07,-0.743575540121601,0.154,0.251,0.0128077226996643,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459","LPCAT1",8.70879720351052e-07,0.870345703963094,0.243,0.147,0.0130832260388338,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1460","VPS41",8.93324562689461e-07,-0.659117362060869,0.215,0.319,0.0134204149052838,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1461","METTL7B",8.98322888918965e-07,-0.394324861222746,0.439,0.567,0.0134955047602296,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462","GATD1",9.17595572917763e-07,0.693690356901561,0.382,0.279,0.0137850382919435,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463","CCL2",9.50417376771187e-07,1.21064551144053,0.149,0.07,0.0142781202512335,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464","ADAM15",9.6319408688765e-07,0.667251648853633,0.31,0.203,0.0144700647673132,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465","CCDC177",9.6372419293463e-07,4.64143708203393,0.035,0,0.0144780285504569,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466","MEGF9",9.8086068706979e-07,-0.61886958553696,0.238,0.345,0.0147354701018494,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1467","GDI1",9.93495264434979e-07,0.550525875961479,0.506,0.419,0.0149252793576067,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468","PRDX4",1.01038319670031e-06,0.279468086136937,0.904,0.843,0.0151789867640288,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469","MCEE",1.02314446938698e-06,-0.480192362367605,0.313,0.43,0.0153706993636005,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1470","RCAN1",1.02351747076892e-06,0.599014905478952,0.441,0.341,0.0153763029633615,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471","TBC1D23",1.02476409834063e-06,-0.698524935683697,0.148,0.244,0.0153950310493713,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472","ZDHHC20",1.02994625450338e-06,0.627631282508896,0.386,0.279,0.0154728825814043,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473","NLRC5",1.0302742700643e-06,1.21997331359565,0.138,0.063,0.0154778103591759,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474","DNAH5",1.05142053343039e-06,-3.0728084356322,0.003,0.034,0.0157954906737247,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475","ONECUT1",1.05702749066926e-06,0.471512080591614,0.639,0.598,0.0158797239923243,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476","USP9X",1.07057521582464e-06,-0.419046937925736,0.329,0.455,0.0160832514673336,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477","PLIN5",1.07760545606356e-06,0.32179911956855,0.823,0.789,0.0161888667664428,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478","PEX19",1.08788938221259e-06,-0.403260602826097,0.496,0.605,0.0163433621889797,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479","GSDMB",1.11131167552156e-06,0.577577140087009,0.529,0.446,0.0166952353013604,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480","IFI6",1.11538912711905e-06,-0.27794981391762,0.762,0.858,0.0167564908567095,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1481","APOOL",1.12428593205641e-06,-0.546539929170063,0.243,0.357,0.0168901475572834,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1482","HIST2H2AB",1.14090172333309e-06,0.708323165781799,0.382,0.283,0.0171397665896331,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483","RASSF4",1.16032970440149e-06,0.493272599330425,0.529,0.424,0.0174316331492236,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484","ATF6B",1.1724762639634e-06,-0.45079894815572,0.291,0.411,0.0176141109135222,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1485","BAMBI",1.17928939125466e-06,-0.817153560164,0.108,0.194,0.0177164645248188,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486","RGS19",1.18316658891424e-06,0.786447588337438,0.248,0.151,0.0177747116652587,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1487","PIM2",1.19798701580098e-06,-1.2692056484357,0.062,0.131,0.0179973589383781,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488","MKI67",1.20413999893504e-06,1.28825805316212,0.117,0.048,0.0180897952040011,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,"ProliferationdarkZoneBcells",NA,NA,NA,NA
"1489","FBXO31",1.20644871018767e-06,-0.452827345732623,0.33,0.451,0.0181244789731493,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490","IQGAP2",1.21159683513266e-06,-0.757606203933147,0.183,0.279,0.018201819254198,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491","ADRA1B",1.21352720692108e-06,0.80392018946607,0.321,0.223,0.0182308192295754,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1492","RNF144B",1.21846868021215e-06,-0.610017804904984,0.185,0.288,0.0183050549828271,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493","SLC22A18AS",1.26032648933876e-06,-0.747365856568597,0.127,0.217,0.0189338848493362,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1494","UAP1",1.26773416953835e-06,-0.741602527156823,0.145,0.238,0.0190451704289747,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495","ANO5",1.27403683392355e-06,1.64680359178374,0.093,0.032,0.0191398553560334,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496","RANBP10",1.27537533602817e-06,-0.390109133215243,0.343,0.471,0.0191599636731512,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
